m,TagName,
"2020-12-01 00:00:00","c#","5712"
"2020-12-01 00:00:00","c++","4425"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","532"
"2020-12-01 00:00:00","java","7746"
"2020-12-01 00:00:00","javascript","15910"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4775"
"2020-12-01 00:00:00","python","22021"
"2020-12-01 00:00:00","r","4316"
"2020-12-01 00:00:00","ruby","497"
"2020-12-01 00:00:00","swift","2084"
"2021-01-01 00:00:00","assembly","305"
"2021-01-01 00:00:00","c","2557"
"2021-01-01 00:00:00","c#","6151"
"2021-01-01 00:00:00","c++","4085"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","563"
"2021-01-01 00:00:00","java","7988"
"2021-01-01 00:00:00","javascript","16760"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4741"
"2021-01-01 00:00:00","python","22734"
"2021-01-01 00:00:00","r","4326"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2296"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2230"
"2021-02-01 00:00:00","c#","5758"
"2021-02-01 00:00:00","c++","4071"
"2021-02-01 00:00:00","delphi","189"
"2021-02-01 00:00:00","go","564"
"2021-02-01 00:00:00","java","7530"
"2021-02-01 00:00:00","javascript","15162"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4374"
"2021-02-01 00:00:00","python","21264"
"2021-02-01 00:00:00","r","4310"
"2021-02-01 00:00:00","ruby","528"
"2021-02-01 00:00:00","swift","2244"
"2021-03-01 00:00:00","assembly","317"
"2021-03-01 00:00:00","c","2469"
"2021-03-01 00:00:00","c#","6348"
"2021-03-01 00:00:00","c++","4269"
"2021-03-01 00:00:00","delphi","253"
"2021-03-01 00:00:00","go","751"
"2021-03-01 00:00:00","java","8613"
"2021-03-01 00:00:00","javascript","16647"
"2021-03-01 00:00:00","perl","151"
"2021-03-01 00:00:00","php","4718"
"2021-03-01 00:00:00","python","23664"
"2021-03-01 00:00:00","r","5156"
"2021-03-01 00:00:00","ruby","495"
"2021-03-01 00:00:00","swift","2367"
"2021-04-01 00:00:00","assembly","318"
"2021-04-01 00:00:00","c","2284"
"2021-04-01 00:00:00","c#","5852"
"2021-04-01 00:00:00","c++","3904"
"2021-04-01 00:00:00","delphi","170"
"2021-04-01 00:00:00","go","621"
"2021-04-01 00:00:00","java","7864"
"2021-04-01 00:00:00","javascript","15752"
"2021-04-01 00:00:00","perl","133"
"2021-04-01 00:00:00","php","4288"
"2021-04-01 00:00:00","python","22231"
"2021-04-01 00:00:00","r","4775"
"2021-04-01 00:00:00","ruby","515"
"2021-04-01 00:00:00","swift","2093"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2071"
"2021-05-01 00:00:00","c#","5690"
"2021-05-01 00:00:00","c++","4153"
"2021-05-01 00:00:00","delphi","167"
"2021-05-01 00:00:00","go","638"
"2021-05-01 00:00:00","java","7891"
"2021-05-01 00:00:00","javascript","15694"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4243"
"2021-05-01 00:00:00","python","22229"
"2021-05-01 00:00:00","r","4651"
"2021-05-01 00:00:00","ruby","398"
"2021-05-01 00:00:00","swift","1844"
"2021-06-01 00:00:00","assembly","257"
"2021-06-01 00:00:00","c","1857"
"2021-06-01 00:00:00","c#","5585"
"2021-06-01 00:00:00","c++","3796"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","605"
"2021-06-01 00:00:00","java","7530"
"2021-06-01 00:00:00","javascript","14878"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4054"
"2021-06-01 00:00:00","python","20724"
"2021-06-01 00:00:00","r","4267"
"2021-06-01 00:00:00","ruby","417"
"2021-06-01 00:00:00","swift","1776"
"2021-07-01 00:00:00","assembly","184"
"2021-07-01 00:00:00","c","1600"
"2021-07-01 00:00:00","c#","5163"
"2021-07-01 00:00:00","c++","3461"
"2021-07-01 00:00:00","delphi","139"
"2021-07-01 00:00:00","go","599"
"2021-07-01 00:00:00","java","6898"
"2021-07-01 00:00:00","javascript","14643"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3872"
"2021-07-01 00:00:00","python","20416"
"2021-07-01 00:00:00","r","4036"
"2021-07-01 00:00:00","ruby","444"
"2021-07-01 00:00:00","swift","1949"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1515"
"2021-08-01 00:00:00","c#","5074"
"2021-08-01 00:00:00","c++","3217"
"2021-08-01 00:00:00","delphi","133"
"2021-08-01 00:00:00","go","735"
"2021-08-01 00:00:00","java","6687"
"2021-08-01 00:00:00","javascript","14490"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3835"
"2021-08-01 00:00:00","python","19663"
"2021-08-01 00:00:00","r","4019"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1877"
"2021-09-01 00:00:00","assembly","190"
"2021-09-01 00:00:00","c","1695"
"2021-09-01 00:00:00","c#","5016"
"2021-09-01 00:00:00","c++","3567"
"2021-09-01 00:00:00","delphi","133"
"2021-09-01 00:00:00","go","615"
"2021-09-01 00:00:00","java","6565"
"2021-09-01 00:00:00","javascript","14311"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3693"
"2021-09-01 00:00:00","python","18865"
"2021-09-01 00:00:00","r","3889"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1611"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2084"
"2021-10-01 00:00:00","c#","5244"
"2021-10-01 00:00:00","c++","3685"
"2021-10-01 00:00:00","delphi","142"
"2021-10-01 00:00:00","go","697"
"2021-10-01 00:00:00","java","6509"
"2021-10-01 00:00:00","javascript","13710"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3575"
"2021-10-01 00:00:00","python","19656"
"2021-10-01 00:00:00","r","4157"
"2021-10-01 00:00:00","ruby","412"
"2021-10-01 00:00:00","swift","1560"
"2021-11-01 00:00:00","assembly","279"
"2021-11-01 00:00:00","c","2197"
"2021-11-01 00:00:00","c#","5547"
"2021-11-01 00:00:00","c++","3781"
"2021-11-01 00:00:00","delphi","138"
"2021-11-01 00:00:00","go","646"
"2021-11-01 00:00:00","java","6859"
"2021-11-01 00:00:00","javascript","13336"
"2021-11-01 00:00:00","perl","76"
"2021-11-01 00:00:00","php","3463"
"2021-11-01 00:00:00","python","19889"
"2021-11-01 00:00:00","r","4017"
"2021-11-01 00:00:00","ruby","391"
"2021-11-01 00:00:00","swift","1526"
"2021-12-01 00:00:00","assembly","261"
"2021-12-01 00:00:00","c","2084"
"2021-12-01 00:00:00","c#","4993"
"2021-12-01 00:00:00","c++","3540"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","710"
"2021-12-01 00:00:00","java","6132"
"2021-12-01 00:00:00","javascript","12967"
"2021-12-01 00:00:00","perl","100"
"2021-12-01 00:00:00","php","3215"
"2021-12-01 00:00:00","python","18872"
"2021-12-01 00:00:00","r","3533"
"2021-12-01 00:00:00","ruby","365"
"2021-12-01 00:00:00","swift","1409"
"2022-01-01 00:00:00","assembly","226"
"2022-01-01 00:00:00","c","1937"
"2022-01-01 00:00:00","c#","5231"
"2022-01-01 00:00:00","c++","3581"
"2022-01-01 00:00:00","delphi","132"
"2022-01-01 00:00:00","go","736"
"2022-01-01 00:00:00","java","6382"
"2022-01-01 00:00:00","javascript","13840"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3353"
"2022-01-01 00:00:00","python","19535"
"2022-01-01 00:00:00","r","3838"
"2022-01-01 00:00:00","ruby","441"
"2022-01-01 00:00:00","swift","1720"
"2022-02-01 00:00:00","assembly","210"
"2022-02-01 00:00:00","c","1664"
"2022-02-01 00:00:00","c#","5053"
"2022-02-01 00:00:00","c++","3165"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","640"
"2022-02-01 00:00:00","java","5856"
"2022-02-01 00:00:00","javascript","12695"
"2022-02-01 00:00:00","perl","94"
"2022-02-01 00:00:00","php","3085"
"2022-02-01 00:00:00","python","19112"
"2022-02-01 00:00:00","r","3897"
"2022-02-01 00:00:00","ruby","403"
"2022-02-01 00:00:00","swift","1587"
"2022-03-01 00:00:00","assembly","232"
"2022-03-01 00:00:00","c","1930"
"2022-03-01 00:00:00","c#","5621"
"2022-03-01 00:00:00","c++","3476"
"2022-03-01 00:00:00","delphi","119"
"2022-03-01 00:00:00","go","754"
"2022-03-01 00:00:00","java","6513"
"2022-03-01 00:00:00","javascript","13456"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3106"
"2022-03-01 00:00:00","python","20555"
"2022-03-01 00:00:00","r","4469"
"2022-03-01 00:00:00","ruby","441"
"2022-03-01 00:00:00","swift","1727"
"2022-04-01 00:00:00","assembly","244"
"2022-04-01 00:00:00","c","1726"
"2022-04-01 00:00:00","c#","5162"
"2022-04-01 00:00:00","c++","3429"
"2022-04-01 00:00:00","delphi","112"
"2022-04-01 00:00:00","go","705"
"2022-04-01 00:00:00","java","6297"
"2022-04-01 00:00:00","javascript","13332"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3143"
"2022-04-01 00:00:00","python","19651"
"2022-04-01 00:00:00","r","4167"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1437"
"2022-05-01 00:00:00","assembly","251"
"2022-05-01 00:00:00","c","1755"
"2022-05-01 00:00:00","c#","5462"
"2022-05-01 00:00:00","c++","3500"
"2022-05-01 00:00:00","delphi","118"
"2022-05-01 00:00:00","go","601"
"2022-05-01 00:00:00","java","6417"
"2022-05-01 00:00:00","javascript","13186"
"2022-05-01 00:00:00","perl","90"
"2022-05-01 00:00:00","php","3341"
"2022-05-01 00:00:00","python","19249"
"2022-05-01 00:00:00","r","4130"
"2022-05-01 00:00:00","ruby","435"
"2022-05-01 00:00:00","swift","1447"
"2022-06-01 00:00:00","assembly","234"
"2022-06-01 00:00:00","c","1549"
"2022-06-01 00:00:00","c#","5266"
"2022-06-01 00:00:00","c++","3035"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","673"
"2022-06-01 00:00:00","java","5652"
"2022-06-01 00:00:00","javascript","12491"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3156"
"2022-06-01 00:00:00","python","18604"
"2022-06-01 00:00:00","r","3876"
"2022-06-01 00:00:00","ruby","423"
"2022-06-01 00:00:00","swift","1496"
"2022-07-01 00:00:00","assembly","202"
"2022-07-01 00:00:00","c","1368"
"2022-07-01 00:00:00","c#","5193"
"2022-07-01 00:00:00","c++","2952"
"2022-07-01 00:00:00","delphi","117"
"2022-07-01 00:00:00","go","678"
"2022-07-01 00:00:00","java","5353"
"2022-07-01 00:00:00","javascript","12620"
"2022-07-01 00:00:00","perl","124"
"2022-07-01 00:00:00","php","3061"
"2022-07-01 00:00:00","python","18883"
"2022-07-01 00:00:00","r","3645"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1460"
"2022-08-01 00:00:00","assembly","162"
"2022-08-01 00:00:00","c","1425"
"2022-08-01 00:00:00","c#","5448"
"2022-08-01 00:00:00","c++","2925"
"2022-08-01 00:00:00","delphi","115"
"2022-08-01 00:00:00","go","786"
"2022-08-01 00:00:00","java","5260"
"2022-08-01 00:00:00","javascript","12963"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3096"
"2022-08-01 00:00:00","python","18535"
"2022-08-01 00:00:00","r","3772"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1464"
"2022-09-01 00:00:00","assembly","174"
"2022-09-01 00:00:00","c","1536"
"2022-09-01 00:00:00","c#","4953"
"2022-09-01 00:00:00","c++","2759"
"2022-09-01 00:00:00","delphi","134"
"2022-09-01 00:00:00","go","783"
"2022-09-01 00:00:00","java","5001"
"2022-09-01 00:00:00","javascript","11792"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2814"
"2022-09-01 00:00:00","python","16968"
"2022-09-01 00:00:00","r","3527"
"2022-09-01 00:00:00","ruby","399"
"2022-09-01 00:00:00","swift","1483"
"2022-10-01 00:00:00","assembly","217"
"2022-10-01 00:00:00","c","1871"
"2022-10-01 00:00:00","c#","5001"
"2022-10-01 00:00:00","c++","2910"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","674"
"2022-10-01 00:00:00","java","5239"
"2022-10-01 00:00:00","javascript","11519"
"2022-10-01 00:00:00","perl","80"
"2022-10-01 00:00:00","php","2747"
"2022-10-01 00:00:00","python","18379"
"2022-10-01 00:00:00","r","3901"
"2022-10-01 00:00:00","ruby","371"
"2022-10-01 00:00:00","swift","1321"
"2022-11-01 00:00:00","assembly","267"
"2022-11-01 00:00:00","c","1990"
"2022-11-01 00:00:00","c#","5137"
"2022-11-01 00:00:00","c++","2938"
"2022-11-01 00:00:00","delphi","106"
"2022-11-01 00:00:00","go","693"
"2022-11-01 00:00:00","java","5363"
"2022-11-01 00:00:00","javascript","11620"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2761"
"2022-11-01 00:00:00","python","18712"
"2022-11-01 00:00:00","r","3978"
"2022-11-01 00:00:00","ruby","412"
"2022-11-01 00:00:00","swift","1373"
"2022-12-01 00:00:00","assembly","253"
"2022-12-01 00:00:00","c","1705"
"2022-12-01 00:00:00","c#","4630"
"2022-12-01 00:00:00","c++","2582"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","595"
"2022-12-01 00:00:00","java","4754"
"2022-12-01 00:00:00","javascript","10157"
"2022-12-01 00:00:00","perl","93"
"2022-12-01 00:00:00","php","2337"
"2022-12-01 00:00:00","python","15728"
"2022-12-01 00:00:00","r","3197"
"2022-12-01 00:00:00","ruby","341"
"2022-12-01 00:00:00","swift","1217"
"2023-01-01 00:00:00","assembly","223"
"2023-01-01 00:00:00","c","1419"
"2023-01-01 00:00:00","c#","4666"
"2023-01-01 00:00:00","c++","2391"
"2023-01-01 00:00:00","delphi","107"
"2023-01-01 00:00:00","go","686"
"2023-01-01 00:00:00","java","4648"
"2023-01-01 00:00:00","javascript","9936"
"2023-01-01 00:00:00","perl","71"
"2023-01-01 00:00:00","php","2517"
"2023-01-01 00:00:00","python","14878"
"2023-01-01 00:00:00","r","3245"
"2023-01-01 00:00:00","ruby","325"
"2023-01-01 00:00:00","swift","1197"
"2023-02-01 00:00:00","assembly","169"
"2023-02-01 00:00:00","c","1218"
"2023-02-01 00:00:00","c#","4093"
"2023-02-01 00:00:00","c++","2028"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","617"
"2023-02-01 00:00:00","java","4061"
"2023-02-01 00:00:00","javascript","8413"
"2023-02-01 00:00:00","perl","78"
"2023-02-01 00:00:00","php","2001"
"2023-02-01 00:00:00","python","12944"
"2023-02-01 00:00:00","r","3249"
"2023-02-01 00:00:00","ruby","311"
"2023-02-01 00:00:00","swift","1059"
"2023-03-01 00:00:00","assembly","157"
"2023-03-01 00:00:00","c","1172"
"2023-03-01 00:00:00","c#","4214"
"2023-03-01 00:00:00","c++","2309"
"2023-03-01 00:00:00","delphi","120"
"2023-03-01 00:00:00","go","591"
"2023-03-01 00:00:00","java","4410"
"2023-03-01 00:00:00","javascript","8387"
"2023-03-01 00:00:00","perl","93"
"2023-03-01 00:00:00","php","1876"
"2023-03-01 00:00:00","python","12698"
"2023-03-01 00:00:00","r","3266"
"2023-03-01 00:00:00","ruby","262"
"2023-03-01 00:00:00","swift","1125"
"2023-04-01 00:00:00","assembly","176"
"2023-04-01 00:00:00","c","1088"
"2023-04-01 00:00:00","c#","3284"
"2023-04-01 00:00:00","c++","1755"
"2023-04-01 00:00:00","delphi","113"
"2023-04-01 00:00:00","go","477"
"2023-04-01 00:00:00","java","3546"
"2023-04-01 00:00:00","javascript","6491"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1573"
"2023-04-01 00:00:00","python","9982"
"2023-04-01 00:00:00","r","2568"
"2023-04-01 00:00:00","ruby","198"
"2023-04-01 00:00:00","swift","888"
"2023-05-01 00:00:00","assembly","156"
"2023-05-01 00:00:00","c","975"
"2023-05-01 00:00:00","c#","3209"
"2023-05-01 00:00:00","c++","1618"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","390"
"2023-05-01 00:00:00","java","3275"
"2023-05-01 00:00:00","javascript","6070"
"2023-05-01 00:00:00","perl","52"
"2023-05-01 00:00:00","php","1588"
"2023-05-01 00:00:00","python","9485"
"2023-05-01 00:00:00","r","2343"
"2023-05-01 00:00:00","ruby","220"
"2023-05-01 00:00:00","swift","799"
"2023-06-01 00:00:00","assembly","139"
"2023-06-01 00:00:00","c","811"
"2023-06-01 00:00:00","c#","3222"
"2023-06-01 00:00:00","c++","1631"
"2023-06-01 00:00:00","delphi","106"
"2023-06-01 00:00:00","go","492"
"2023-06-01 00:00:00","java","3290"
"2023-06-01 00:00:00","javascript","5828"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1538"
"2023-06-01 00:00:00","python","9000"
"2023-06-01 00:00:00","r","2196"
"2023-06-01 00:00:00","ruby","189"
"2023-06-01 00:00:00","swift","925"
"2023-07-01 00:00:00","assembly","150"
"2023-07-01 00:00:00","c","835"
"2023-07-01 00:00:00","c#","3259"
"2023-07-01 00:00:00","c++","1651"
"2023-07-01 00:00:00","delphi","92"
"2023-07-01 00:00:00","go","486"
"2023-07-01 00:00:00","java","3126"
"2023-07-01 00:00:00","javascript","5873"
"2023-07-01 00:00:00","perl","65"
"2023-07-01 00:00:00","php","1438"
"2023-07-01 00:00:00","python","8968"
"2023-07-01 00:00:00","r","2014"
"2023-07-01 00:00:00","ruby","200"
"2023-07-01 00:00:00","swift","932"
"2023-08-01 00:00:00","assembly","135"
"2023-08-01 00:00:00","c","792"
"2023-08-01 00:00:00","c#","3075"
"2023-08-01 00:00:00","c++","1509"
"2023-08-01 00:00:00","delphi","93"
"2023-08-01 00:00:00","go","460"
"2023-08-01 00:00:00","java","3028"
"2023-08-01 00:00:00","javascript","5191"
"2023-08-01 00:00:00","perl","48"
"2023-08-01 00:00:00","php","1494"
"2023-08-01 00:00:00","python","8192"
"2023-08-01 00:00:00","r","1990"
"2023-08-01 00:00:00","ruby","175"
"2023-08-01 00:00:00","swift","766"
"2023-09-01 00:00:00","assembly","135"
"2023-09-01 00:00:00","c","809"
"2023-09-01 00:00:00","c#","2634"
"2023-09-01 00:00:00","c++","1379"
"2023-09-01 00:00:00","delphi","98"
"2023-09-01 00:00:00","go","395"
"2023-09-01 00:00:00","java","2656"
"2023-09-01 00:00:00","javascript","4449"
"2023-09-01 00:00:00","perl","58"
"2023-09-01 00:00:00","php","1365"
"2023-09-01 00:00:00","python","6905"
"2023-09-01 00:00:00","r","1726"
"2023-09-01 00:00:00","ruby","164"
"2023-09-01 00:00:00","swift","712"
"2023-10-01 00:00:00","assembly","154"
"2023-10-01 00:00:00","c","873"
"2023-10-01 00:00:00","c#","2609"
"2023-10-01 00:00:00","c++","1525"
"2023-10-01 00:00:00","delphi","143"
"2023-10-01 00:00:00","go","393"
"2023-10-01 00:00:00","java","2627"
"2023-10-01 00:00:00","javascript","4108"
"2023-10-01 00:00:00","perl","52"
"2023-10-01 00:00:00","php","1186"
"2023-10-01 00:00:00","python","7030"
"2023-10-01 00:00:00","r","1710"
"2023-10-01 00:00:00","ruby","163"
"2023-10-01 00:00:00","swift","727"
"2023-11-01 00:00:00","assembly","155"
"2023-11-01 00:00:00","c","881"
"2023-11-01 00:00:00","c#","2614"
"2023-11-01 00:00:00","c++","1308"
"2023-11-01 00:00:00","delphi","97"
"2023-11-01 00:00:00","go","381"
"2023-11-01 00:00:00","java","2547"
"2023-11-01 00:00:00","javascript","3954"
"2023-11-01 00:00:00","perl","43"
"2023-11-01 00:00:00","php","1162"
"2023-11-01 00:00:00","python","6664"
"2023-11-01 00:00:00","r","1646"
"2023-11-01 00:00:00","ruby","132"
"2023-11-01 00:00:00","swift","704"
"2023-12-01 00:00:00","assembly","164"
"2023-12-01 00:00:00","c","803"
"2023-12-01 00:00:00","c#","2232"
"2023-12-01 00:00:00","c++","1282"
"2023-12-01 00:00:00","delphi","69"
"2023-12-01 00:00:00","go","308"
"2023-12-01 00:00:00","java","2005"
"2023-12-01 00:00:00","javascript","3648"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","980"
"2023-12-01 00:00:00","python","5538"
"2023-12-01 00:00:00","r","1337"
"2023-12-01 00:00:00","ruby","129"
"2023-12-01 00:00:00","swift","597"
"2024-01-01 00:00:00","assembly","161"
"2024-01-01 00:00:00","c","783"
"2024-01-01 00:00:00","c#","2290"
"2024-01-01 00:00:00","c++","1417"
"2024-01-01 00:00:00","delphi","83"
"2024-01-01 00:00:00","go","312"
"2024-01-01 00:00:00","java","2227"
"2024-01-01 00:00:00","javascript","3970"
"2024-01-01 00:00:00","perl","33"
"2024-01-01 00:00:00","php","1117"
"2024-01-01 00:00:00","python","6147"
"2024-01-01 00:00:00","r","1547"
"2024-01-01 00:00:00","ruby","147"
"2024-01-01 00:00:00","swift","696"
"2024-02-01 00:00:00","assembly","118"
"2024-02-01 00:00:00","c","716"
"2024-02-01 00:00:00","c#","2284"
"2024-02-01 00:00:00","c++","1307"
"2024-02-01 00:00:00","delphi","102"
"2024-02-01 00:00:00","go","284"
"2024-02-01 00:00:00","java","2183"
"2024-02-01 00:00:00","javascript","3593"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1034"
"2024-02-01 00:00:00","python","6115"
"2024-02-01 00:00:00","r","1537"
"2024-02-01 00:00:00","ruby","135"
"2024-02-01 00:00:00","swift","592"
"2024-03-01 00:00:00","assembly","127"
"2024-03-01 00:00:00","c","680"
"2024-03-01 00:00:00","c#","2246"
"2024-03-01 00:00:00","c++","1218"
"2024-03-01 00:00:00","delphi","91"
"2024-03-01 00:00:00","go","301"
"2024-03-01 00:00:00","java","2235"
"2024-03-01 00:00:00","javascript","3643"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1117"
"2024-03-01 00:00:00","python","5840"
"2024-03-01 00:00:00","r","1429"
"2024-03-01 00:00:00","ruby","120"
"2024-03-01 00:00:00","swift","594"
"2024-04-01 00:00:00","assembly","170"
"2024-04-01 00:00:00","c","661"
"2024-04-01 00:00:00","c#","2258"
"2024-04-01 00:00:00","c++","1162"
"2024-04-01 00:00:00","delphi","101"
"2024-04-01 00:00:00","go","288"
"2024-04-01 00:00:00","java","2023"
"2024-04-01 00:00:00","javascript","3199"
"2024-04-01 00:00:00","perl","25"
"2024-04-01 00:00:00","php","964"
"2024-04-01 00:00:00","python","5734"
"2024-04-01 00:00:00","r","1322"
"2024-04-01 00:00:00","ruby","109"
"2024-04-01 00:00:00","swift","574"
"2024-05-01 00:00:00","assembly","148"
"2024-05-01 00:00:00","c","605"
"2024-05-01 00:00:00","c#","2031"
"2024-05-01 00:00:00","c++","1273"
"2024-05-01 00:00:00","delphi","88"
"2024-05-01 00:00:00","go","252"
"2024-05-01 00:00:00","java","1777"
"2024-05-01 00:00:00","javascript","3065"
"2024-05-01 00:00:00","perl","38"
"2024-05-01 00:00:00","php","909"
"2024-05-01 00:00:00","python","5417"
"2024-05-01 00:00:00","r","1174"
"2024-05-01 00:00:00","ruby","98"
"2024-05-01 00:00:00","swift","491"
"2024-06-01 00:00:00","assembly","82"
"2024-06-01 00:00:00","c","494"
"2024-06-01 00:00:00","c#","1659"
"2024-06-01 00:00:00","c++","976"
"2024-06-01 00:00:00","delphi","63"
"2024-06-01 00:00:00","go","213"
"2024-06-01 00:00:00","java","1391"
"2024-06-01 00:00:00","javascript","2240"
"2024-06-01 00:00:00","perl","29"
"2024-06-01 00:00:00","php","761"
"2024-06-01 00:00:00","python","4168"
"2024-06-01 00:00:00","r","943"
"2024-06-01 00:00:00","ruby","92"
"2024-06-01 00:00:00","swift","473"
"2024-07-01 00:00:00","assembly","86"
"2024-07-01 00:00:00","c","511"
"2024-07-01 00:00:00","c#","1743"
"2024-07-01 00:00:00","c++","1007"
"2024-07-01 00:00:00","delphi","51"
"2024-07-01 00:00:00","go","238"
"2024-07-01 00:00:00","java","1232"
"2024-07-01 00:00:00","javascript","2166"
"2024-07-01 00:00:00","perl","31"
"2024-07-01 00:00:00","php","694"
"2024-07-01 00:00:00","python","4084"
"2024-07-01 00:00:00","r","910"
"2024-07-01 00:00:00","ruby","85"
"2024-07-01 00:00:00","swift","466"
"2024-08-01 00:00:00","assembly","104"
"2024-08-01 00:00:00","c","455"
"2024-08-01 00:00:00","c#","1577"
"2024-08-01 00:00:00","c++","935"
"2024-08-01 00:00:00","delphi","71"
"2024-08-01 00:00:00","go","187"
"2024-08-01 00:00:00","java","1001"
"2024-08-01 00:00:00","javascript","1941"
"2024-08-01 00:00:00","perl","41"
"2024-08-01 00:00:00","php","642"
"2024-08-01 00:00:00","python","3610"
"2024-08-01 00:00:00","r","769"
"2024-08-01 00:00:00","ruby","98"
"2024-08-01 00:00:00","swift","424"
"2024-09-01 00:00:00","assembly","82"
"2024-09-01 00:00:00","c","422"
"2024-09-01 00:00:00","c#","1335"
"2024-09-01 00:00:00","c++","896"
"2024-09-01 00:00:00","delphi","59"
"2024-09-01 00:00:00","go","142"
"2024-09-01 00:00:00","java","1055"
"2024-09-01 00:00:00","javascript","1681"
"2024-09-01 00:00:00","perl","26"
"2024-09-01 00:00:00","php","518"
"2024-09-01 00:00:00","python","2939"
"2024-09-01 00:00:00","r","659"
"2024-09-01 00:00:00","ruby","69"
"2024-09-01 00:00:00","swift","381"
"2024-10-01 00:00:00","assembly","84"
"2024-10-01 00:00:00","c","447"
"2024-10-01 00:00:00","c#","1347"
"2024-10-01 00:00:00","c++","851"
"2024-10-01 00:00:00","delphi","76"
"2024-10-01 00:00:00","go","170"
"2024-10-01 00:00:00","java","1229"
"2024-10-01 00:00:00","javascript","1460"
"2024-10-01 00:00:00","perl","21"
"2024-10-01 00:00:00","php","549"
"2024-10-01 00:00:00","python","2724"
"2024-10-01 00:00:00","r","690"
"2024-10-01 00:00:00","ruby","49"
"2024-10-01 00:00:00","swift","370"
"2024-11-01 00:00:00","assembly","94"
"2024-11-01 00:00:00","c","390"
"2024-11-01 00:00:00","c#","1184"
"2024-11-01 00:00:00","c++","790"
"2024-11-01 00:00:00","delphi","52"
"2024-11-01 00:00:00","go","112"
"2024-11-01 00:00:00","java","1003"
"2024-11-01 00:00:00","javascript","1288"
"2024-11-01 00:00:00","perl","20"
"2024-11-01 00:00:00","php","460"
"2024-11-01 00:00:00","python","2501"
"2024-11-01 00:00:00","r","628"
"2024-11-01 00:00:00","ruby","66"
"2024-11-01 00:00:00","swift","328"
"2024-12-01 00:00:00","assembly","90"
"2024-12-01 00:00:00","c","320"
"2024-12-01 00:00:00","c#","910"
"2024-12-01 00:00:00","c++","628"
"2024-12-01 00:00:00","delphi","38"
"2024-12-01 00:00:00","go","107"
"2024-12-01 00:00:00","java","940"
"2024-12-01 00:00:00","javascript","1122"
"2024-12-01 00:00:00","perl","24"
"2024-12-01 00:00:00","php","368"
"2024-12-01 00:00:00","python","2166"
"2024-12-01 00:00:00","r","494"
"2024-12-01 00:00:00","ruby","45"
"2024-12-01 00:00:00","swift","265"
"2025-01-01 00:00:00","assembly","67"
